Brand,Bike Model,Model Year,Price (Rs),City,State,Brand_Origin,Model_Type,Finance_Available(Yes/No)
Bajaj,Bajaj Pulsar 220F,2010,25000,Jharsuguda, Orissa,India,Commuter,Yes
Bajaj,Bajaj Pulsar 150 BS6,2025,125000,Hyderabad, Telangana,India,Commuter,Yes
Suzuki,Suzuki Access 125,2008,7000,Hyderabad, Telangana,Japan,Commuter,Yes
Honda,Honda CB Unicorn,2016,50000,Bangalore, Karnataka,Japan,Commuter,Yes
Honda,Honda Shine 125 Disc,2022,60000,Hyderabad, Telangana,Japan,Commuter,Yes
TVS,TVS iQube Electric,2023,99500,Pune, Maharashtra,India,Electric,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2023,180000,Bangalore, Karnataka,India,Commuter,Yes
Hero,Hero Passion Pro,2012,16000,Hyderabad, Telangana,India,Commuter,Yes
TVS,TVS NTORQ 125,2020,43000,Thane, Maharashtra,India,Scooter,Yes
Revolt Motors,Revolt RV 400,2024,125000,Mumbai, Maharashtra,India,Electric,Yes
Yezdi,Yezdi Roadster Dark,2023,170000,Ahmedabad, Gujarat,India,Cruiser,Yes
Yamaha,Yamaha Fascino,2019,38000,Hyderabad, Telangana,Japan,Scooter,Yes
Yezdi,Yezdi Adventure Matte,2023,180000,Mumbai, Maharashtra,India,Adventure,Yes
Honda,Honda Activa 125,2017,30000,Kolkata, West Bengal,Japan,Scooter,Yes
Royal Enfield,Royal Enfield Bear 650,2025,424000,Murshidabad, West Bengal,India,Commuter,Yes
Hero,Hero Xtreme 125R,2024,83000,Sirohi, Rajasthan,India,Commuter,Yes
Bajaj,Bajaj Dominar 400 ABS BS6,2019,120000,New Delhi, Delhi,India,Commuter,Yes
Hero,Hero Maestro Edge 125,2012,17000,Pathanamthitta, Kerala,India,Scooter,Yes
TVS,TVS Jupiter,2018,35000,South West Delhi, Delhi,India,Scooter,Yes
Yamaha,Yamaha R15M,2021,158000,Bangalore, Karnataka,Japan,Sports,Yes
Bajaj,Bajaj CT 125X,2023,74000,Bardhaman, West Bengal,India,Commuter,Yes
Bajaj,Bajaj Pulsar NS 160,2023,80000,Ghaziabad, Uttar Pradesh,India,Commuter,Yes
Hero,Hero Glamour,2015,32000,Bangalore, Karnataka,India,Commuter,Yes
Aprilia,Aprilia SR 160,2020,80000,Malappuram, Kerala,Italy,Commuter,Yes
Hero,Hero Karizma XMR,2024,150000,Mathura, Uttar Pradesh,India,Commuter,Yes
Yamaha,Yamaha SZ-R,2012,20000,Nadia, West Bengal,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Himalayan,2023,225000,Kolkata, West Bengal,India,Adventure,Yes
Bajaj,Bajaj Avenger Street 220,2018,55000,Hyderabad, Telangana,India,Cruiser,Yes
Bajaj,Bajaj Pulsar 150 DTSi,2019,70000,Pune, Maharashtra,India,Commuter,Yes
TVS,TVS Ronin TD Special Edition,2024,135000,Chennai, Tamil Nadu,India,Adventure,Yes
Yamaha,Yamaha Fazer,2010,20000,New Delhi, Delhi,Japan,Commuter,Yes
Bajaj,Bajaj Avenger Cruise 220 BS6,2021,95000,Kolkata, West Bengal,India,Cruiser,Yes
E-Motorad,E-Next Pro Plus,2024,39000,South West Delhi, Delhi,India,Commuter,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2023,135000,Gurgaon, Haryana,India,Commuter,Yes
Triumph,Triumph Bonneville T120,2021,950000,Bangalore, Karnataka,UK,Electric,Yes
Hero,Hero Xtreme 160R 4V 2024,2025,130000,Gurgaon, Haryana,India,Commuter,Yes
Royal Enfield,Royal Enfield Scram 411,2022,140000,Agra, Uttar Pradesh,India,Adventure,Yes
iVOOMi Energy,iVOOMi JeetX,2023,69000,Pune, Maharashtra,India,Commuter,Yes
Bajaj,Bajaj Avenger Cruise 220,2018,55000,Gurgaon, Haryana,India,Cruiser,Yes
Royal Enfield,Royal Enfield Classic 350,2021,190000,Pune, Maharashtra,India,Cruiser,Yes
Royal Enfield,Royal Enfield Bullet 350,1989,85000,Ernakulam, Kerala,India,Cruiser,Yes
KTM,KTM Duke 200,2014,110000,Bangalore, Karnataka,Austria,Sports,Yes
BattRE,BattRE LoEV,2021,37999,Ghaziabad, Uttar Pradesh,India,Electric,Yes
Royal Enfield,Royal Enfield Meteor 350 Fireball,2024,175000,Chennai, Tamil Nadu,India,Cruiser,Yes
Bajaj,Bajaj Pulsar 150,2013,30000,Bangalore, Karnataka,India,Commuter,Yes
Ola Electric,Ola S1 Pro,2022,90000,Pimpri-Chinchwad, Maharashtra,India,Electric,Yes
BSA,BSA Gold Star 650,2024,299000,New Delhi, Delhi,UK,Commuter,Yes
Royal Enfield,Royal Enfield 2023 Interceptor 650,2022,265000,Sonipat, Haryana,India,Sports,Yes
Honda,Honda CBR 250R,2018,140000,Bangalore, Karnataka,Japan,Commuter,Yes
Bajaj,Bajaj Pulsar 125,2023,90000,Farrukhabad, Uttar Pradesh,India,Commuter,Yes
Ola Electric,Ola S1 Pro,2023,125000,North 24 Parganas, West Bengal,India,Electric,Yes
TVS,TVS Jupiter,2017,25000,Faridabad, Haryana,India,Scooter,Yes
KTM,KTM 390 Adventure,2023,310000,Mumbai, Maharashtra,Austria,Adventure,Yes
Royal Enfield,Royal Enfield Classic Desert Storm,2017,135000,Coimbatore, Tamil Nadu,India,Cruiser,Yes
Yamaha,Yamaha R15M Monster Energy MotoGP Edition,2024,195000,Kachchh, Gujarat,Japan,Sports,Yes
Hero,Hero Splendor Plus,2013,28000,Panipat, Haryana,India,Commuter,Yes
KTM,KTM RC 200,2021,140000,Bangalore, Karnataka,Austria,Sports,Yes
Royal Enfield,Royal Enfield Himalayan 2021,2021,200000,Lucknow, Uttar Pradesh,India,Adventure,Yes
Bajaj,Bajaj Pulsar RS 200 ABS,2015,60000,Pune, Maharashtra,India,Sports,Yes
Yamaha,Yamaha YZF R15 V3,2020,90000,Araria, Bihar,Japan,Sports,Yes
TVS,TVS Apache RTR 180,2020,75000,Kanpur, Uttar Pradesh,India,Commuter,Yes
Yamaha,Yamaha FZ FI V3 BS6,2023,95000,Ratnagiri, Maharashtra,Japan,Commuter,Yes
Honda,Honda Unicorn,2010,50000,Bangalore, Karnataka,Japan,Commuter,Yes
TVS,TVS iQube S,2022,87000,Bangalore, Karnataka,India,Electric,Yes
Honda,Honda Activa 6G H-smart,2023,75000,Kolkata, West Bengal,Japan,Scooter,Yes
Suzuki,Suzuki Gixxer SF Fi,2018,60000,Bangalore, Karnataka,Japan,Commuter,Yes
Ola Electric,Ola S1 Pro,2024,98000,Mahendragarh, Haryana,India,Electric,Yes
Jawa,Jawa Jawa BS6,2023,120000,Pimpri-Chinchwad, Maharashtra,Czech Republic,Commuter,Yes
Royal Enfield,Royal Enfield Himalayan 2021,2021,140000,Kolkata, West Bengal,India,Adventure,Yes
Yamaha,Yamaha FZ25,2018,100000,Bangalore, Karnataka,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2014,55000,Kolkata, West Bengal,India,Commuter,Yes
Ola Electric,Ola S1 Pro,2022,79999,Bangalore, Karnataka,India,Electric,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2019,120000,Chennai, Tamil Nadu,India,Commuter,Yes
Bajaj,Bajaj Pulsar NS 125,2025,95000,Faridabad, Haryana,India,Commuter,Yes
Ola Electric,Ola S1 Pro,2022,80000,Medchal-Malkajgiri, Telangana,India,Electric,Yes
Bajaj,Bajaj Avenger 220 DTS-i,2018,100000,Hyderabad, Telangana,India,Cruiser,Yes
Royal Enfield,Royal Enfield Classic 500,2017,95000,Guwahati, Assam,India,Cruiser,Yes
Honda,Honda XBlade BS6,2020,79000,Hyderabad, Telangana,Japan,Commuter,Yes
Bajaj,Bajaj Discover 150 S,2012,20000,Bangalore, Karnataka,India,Commuter,Yes
Suzuki,Suzuki Access 125,2023,90000,Bangalore, Karnataka,Japan,Commuter,Yes
Bajaj,Bajaj Avenger Cruise 220,2019,81000,Pune, Maharashtra,India,Cruiser,Yes
Hero,Hero Duet 110,2016,43500,Bangalore, Karnataka,India,Commuter,Yes
Hero,Hero Xpulse 200 4V,2022,120000,Hyderabad, Telangana,India,Adventure,Yes
Aprilia,Aprilia SXR 160,2020,45000,Mumbai, Maharashtra,Italy,Commuter,Yes
Bajaj,Bajaj Pulsar N160 Dual Channel ABS,2024,100000,Bhilwara, Rajasthan,India,Commuter,Yes
Bajaj,Bajaj Avenger Cruise 220,2018,60000,Chennai, Tamil Nadu,India,Cruiser,Yes
Honda,Honda CB350 DLX Pro,2024,210000,Ahmedabad, Gujarat,Japan,Commuter,Yes
KTM,KTM Duke 390 2022,2022,250000,Dehradun, Utarakhand,Austria,Sports,Yes
Bajaj,Bajaj V15,2016,30000,Noida, Uttar Pradesh,India,Commuter,Yes
Hero,Hero CBZ Xtreme,2013,45000,Ahmedabad, Gujarat,India,Commuter,Yes
KTM,KTM 390 Adventure 2022,2022,290000,New Delhi, Delhi,Austria,Adventure,Yes
Bajaj,Bajaj Dominar 400 Disc,2018,140000,Thane, Maharashtra,India,Commuter,Yes
BMW,BMW F 900 GS Adventure,2025,1500000,Pune, Maharashtra,Germany,Sports,Yes
Yamaha,Yamaha Aerox 155 2025,2025,160000,Mumbai, Maharashtra,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Bullet 350 ES BS6,2021,130000,Jaipur, Rajasthan,India,Cruiser,Yes
Hero,Hero XPulse 200T,2019,60000,Kanyakumari, Tamil Nadu,India,Adventure,Yes
KTM,KTM 390 Adventure X,2024,300000,Chennai, Tamil Nadu,Austria,Adventure,Yes
TVS,TVS Apache RTR 160 4V,2020,90000,Dehradun, Utarakhand,India,Commuter,Yes
Yamaha,Yamaha FZ-S,2012,35000,Greater Noida, Uttar Pradesh,Japan,Commuter,Yes
Hero,Hero Passion X Pro,2018,30000,South Delhi, Delhi,India,Commuter,Yes
Harley,Harley Davidson X440 S,2023,265000,West Delhi, Delhi,USA,Commuter,Yes
Yezdi,Yezdi Roadster Dark,2022,170000,Udaipur, Rajasthan,India,Cruiser,Yes
Honda,Honda Dream Yuga,2014,30000,Pune, Maharashtra,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Classic Stealth Black,2021,165000,South Delhi, Delhi,India,Cruiser,Yes
TVS,TVS NTORQ 125 Race XP,2022,65000,Khammam, Telangana,India,Sports,Yes
Suzuki,Suzuki Gixxer SF BS6,2025,120000,Bhilwara, Rajasthan,Japan,Commuter,Yes
Hero,Hero Glamour Xtec,2022,60000,North 24 Parganas, West Bengal,India,Commuter,Yes
Hero,Hero Xtreme,2012,20000,Thane, Maharashtra,India,Commuter,Yes
Harley,Harley Davidson Fat Bob,2018,1200000,Gurgaon, Haryana,USA,Commuter,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2023,165000,Pune, Maharashtra,India,Commuter,Yes
Royal Enfield,Royal Enfield Bullet,2025,170000,Kolkata, West Bengal,India,Cruiser,Yes
TVS,TVS Apache RTR 180,2018,50000,Ghaziabad, Uttar Pradesh,India,Commuter,Yes
Bajaj,Bajaj Pulsar NS 200 2024,2024,145000,Palnadu, Andhra Pradesh,India,Commuter,Yes
Royal Enfield,Royal Enfield Bullet Machismo A350,2004,90000,Bangalore, Karnataka,India,Cruiser,Yes
Ather Energy,Ather 450X,2022,110000,Bangalore, Karnataka,India,Commuter,Yes
Keeway Motors,Keeway SR 125,2024,95000,Thane, Maharashtra,Hungary,Commuter,Yes
Yamaha,Yamaha FZ-S,2019,70000,Pune, Maharashtra,Japan,Commuter,Yes
Yezdi,Yezdi Roadster Chrome,2022,155000,Madurai, Tamil Nadu,India,Cruiser,Yes
Yezdi,Yezdi Roadster Dark,2024,168000,Hyderabad, Telangana,India,Cruiser,Yes
Bajaj,Bajaj Pulsar 150 BS6,2022,85000,Hyderabad, Telangana,India,Commuter,Yes
Bajaj,Bajaj Pulsar 125,2020,45000,EastChamparan, Bihar,India,Commuter,Yes
Revolt Motors,Revolt RV 400,2020,70000,New Delhi, Delhi,India,Electric,Yes
Jawa,Jawa 42 Bobber Dual Channel ABS,2022,120000,Chennai, Tamil Nadu,Czech Republic,Cruiser,Yes
Royal Enfield,Royal Enfield Interceptor 650 Twin,2021,250000,Ahmedabad, Gujarat,India,Sports,Yes
Hero,Hero Xpulse 200 4V,2025,115000,Bhopal, Madhya Pradesh,India,Adventure,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2017,94000,New Delhi, Delhi,India,Commuter,Yes
Bajaj,Bajaj Platina 100,2019,38000,Jind, Haryana,India,Commuter,Yes
Revolt Motors,Revolt RV 400,2021,60000,Pune, Maharashtra,India,Electric,Yes
Vespa,Vespa VXL 150,2020,85000,Bangalore, Karnataka,Italy,Scooter,Yes
Triumph,Triumph Thruxton 400,2025,350000,Bangalore, Karnataka,UK,Commuter,Yes
Brazen Motors,Brazen  Prime,2022,31000,Rewari, Haryana,India,Commuter,Yes
Ola Electric,Ola Roadster X Plus,2025,140000,Noida, Uttar Pradesh,India,Cruiser,Yes
Honda,Honda Dio,2017,50000,Coimbatore, Tamil Nadu,Japan,Commuter,Yes
Jawa,Jawa 42 Dual Channel ABS AllStar Black,2021,150000,Beed, Maharashtra,Czech Republic,Commuter,Yes
Honda,Honda CBR 250R,2015,90000,Bangalore, Karnataka,Japan,Commuter,Yes
Yamaha,Yamaha FZ-X,2023,120000,Medchal-Malkajgiri, Telangana,Japan,Commuter,Yes
Honda,Honda CD 110 Dream Deluxe,2021,57000,Hyderabad, Telangana,Japan,Commuter,Yes
Bajaj,Bajaj Pulsar AS 150,2019,53000,Gurgaon, Haryana,India,Commuter,Yes
Bajaj,Bajaj Pulsar 180,2016,50000,Bangalore, Karnataka,India,Commuter,Yes
Hero,Hero Karizma ZMR,2014,55000,Hyderabad, Telangana,India,Commuter,Yes
Ola Electric,Ola S1,2022,75000,Uttara Kannada, Karnataka,India,Electric,Yes
Honda,Honda CB Shine,2018,40000,Bharuch, Gujarat,Japan,Commuter,Yes
Hero,Hero XPulse 200T BS6,2021,62000,Kolkata, West Bengal,India,Adventure,Yes
Suzuki,Suzuki Gixxer 150,2015,35000,Bangalore, Karnataka,Japan,Commuter,Yes
Honda,Honda Shine 125 Drum,2011,45000,Bangalore, Karnataka,Japan,Commuter,Yes
Triumph,Triumph Scrambler 400 X,2024,260000,Pune, Maharashtra,UK,Adventure,Yes
Honda,Honda Activa 4G,2018,40000,Vadodara, Gujarat,Japan,Scooter,Yes
Bajaj,Bajaj Pulsar NS200,2017,70000,Hyderabad, Telangana,India,Commuter,Yes
Hero Cycles,Bicycle  LIBERTY SWIFT,2025,25000,Noida, Uttar Pradesh,India,Commuter,No
Bajaj,Bajaj Pulsar 150 Neon BS6,2021,65000,Hyderabad, Telangana,India,Commuter,Yes
Honda,Honda CB Trigger,2013,50000,Pune, Maharashtra,Japan,Commuter,Yes
Ola Electric,Ola S1 Pro,2024,125000,Bangalore, Karnataka,India,Electric,Yes
Royal Enfield,Royal Enfield Classic 350,2017,145000,Chennai, Tamil Nadu,India,Cruiser,Yes
TVS,TVS Apache RR 310,2020,129999,Thane, Maharashtra,India,Sports,Yes
Yamaha,Yamaha MT-15 Ver 2.0,2022,110000,Gurgaon, Haryana,Japan,Commuter,Yes
Bajaj,Bajaj Pulsar 150 Twin Disc,2018,48000,Nashik, Maharashtra,India,Commuter,Yes
Yezdi,Yezdi Adventure Gloss,2022,126000,Anand, Gujarat,India,Adventure,Yes
Harley,Harley Davidson Iron 883,2016,567000,Bangalore, Karnataka,USA,Commuter,Yes
BMW,BMW G 310 R,2023,225000,Patna, Bihar,Germany,Commuter,Yes
Bajaj,Bajaj Pulsar 150,2016,35000,Pathankot, Punjab,India,Commuter,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2022,150000,Meerut, Uttar Pradesh,India,Commuter,Yes
Royal Enfield,Royal Enfield Bullet Electra 5S,2008,65000,Kozhikode, Kerala,India,Cruiser,Yes
Hero,Hero Splendor Plus IBS i3s,2017,45000,Hyderabad, Telangana,India,Commuter,Yes
Bajaj,Bajaj Avenger Street 160,2021,90000,Gurgaon, Haryana,India,Cruiser,Yes
TVS,TVS Jupiter,2021,45000,Gurgaon, Haryana,India,Scooter,Yes
Revolt Motors,Revolt RV1 Plus,2024,95000,Nuh, Haryana,India,Electric,Yes
KTM,KTM 390 Adventure 2023,2023,270000,Bangalore, Karnataka,Austria,Adventure,Yes
Royal Enfield,Royal Enfield Himalayan,2016,85000,Bangalore, Karnataka,India,Adventure,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2023,140000,Bagpat, Uttar Pradesh,India,Commuter,Yes
TVS,TVS Apache RTR 160 4V,2018,50000,Rangareddy, Telangana,India,Commuter,Yes
TVS,TVS iQube Electric,2023,95000,North West Delhi, Delhi,India,Electric,Yes
Hero,Hero Pleasure,2018,24000,Ahmedabad, Gujarat,India,Scooter,Yes
Vida (by Hero),Vida V1 Pro,2023,105000,Indore, Madhya Pradesh,India,Commuter,Yes
Ola Electric,Ola S1 Pro,2023,125000,Bangalore, Karnataka,India,Electric,Yes
Ola Electric,Ola S1 Air 3kWh,2024,95000,Hassan, Karnataka,India,Electric,Yes
Royal Enfield,Royal Enfield Continental GT 650 Twin,2025,380000,Satara, Maharashtra,India,Commuter,Yes
Bajaj,Bajaj Pulsar 125,2023,65000,Patna, Bihar,India,Commuter,Yes
Royal Enfield,Royal Enfield Classic 350,2017,145000,Bathinda, Punjab,India,Cruiser,Yes
Ola Electric,Ola S1 Pro Gen2,2024,80000,Paschim Bardhaman, West Bengal,India,Electric,Yes
TVS,TVS Ronin TD,2023,170000,Hosur, Tamil Nadu,India,Adventure,Yes
Royal Enfield,Royal Enfield Classic 350,2018,170000,Bangalore, Karnataka,India,Cruiser,Yes
Hero,Hero Xtreme 125R,2025,90000,New Delhi, Delhi,India,Commuter,Yes
Suzuki,Suzuki Gixxer SF BS6,2024,145000,Auraiya, Uttar Pradesh,Japan,Commuter,Yes
Suzuki,Suzuki V-Strom SX,2022,130000,Ahmedabad, Gujarat,Japan,Adventure,Yes
Hero,Hero Xtreme 125R,2024,88000,Faridabad, Haryana,India,Commuter,Yes
Suzuki,Suzuki Gixxer SF,2017,35000,Pune, Maharashtra,Japan,Commuter,Yes
KTM,KTM Duke 390,2014,150000,Lucknow, Uttar Pradesh,Austria,Sports,Yes
BMW,BMW G 310 GS,2023,320000,Hyderabad, Telangana,Germany,Sports,Yes
KTM,KTM Duke 200,2016,65000,Thane, Maharashtra,Austria,Sports,Yes
Honda,Honda Activa 5G,2018,45000,Karaikal, Pondicherry,Japan,Scooter,Yes
Suzuki,Suzuki Gixxer SF BS6,2024,100000,Kadapa, Andhra Pradesh,Japan,Commuter,Yes
Hero,Hero Pleasure Plus BS6,2022,60000,Pune, Maharashtra,India,Scooter,Yes
Royal Enfield,Royal Enfield Hunter 350 2025,2023,170000,Hyderabad, Telangana,India,Commuter,Yes
Harley,Harley Davidson X440 S,2025,325000,Chennai, Tamil Nadu,USA,Commuter,Yes
Yamaha,Yamaha R15 V4,2021,120000,Mumbai, Maharashtra,Japan,Sports,Yes
Honda,Honda CB350 DLX Pro,2023,180000,Thane, Maharashtra,Japan,Commuter,Yes
Honda,Honda XBlade BS6,2020,70000,Chennai, Tamil Nadu,Japan,Commuter,Yes
Honda,Honda CB Unicorn 160,2016,35000,Hyderabad, Telangana,Japan,Commuter,Yes
Suzuki,Suzuki Access 125 CBS,2019,50000,Navi Mumbai, Maharashtra,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2013,65000,Bangalore, Karnataka,India,Commuter,Yes
BMW,BMW G 310 RR,2023,270000,New Delhi, Delhi,Germany,Sports,Yes
TVS,TVS NTORQ 125,2022,72000,Bardhaman, West Bengal,India,Scooter,Yes
Ola Electric,Ola S1,2023,115000,Bangalore, Karnataka,India,Electric,Yes
Yamaha,Yamaha FZ-S,2021,70000,Khammam, Telangana,Japan,Commuter,Yes
Honda,Honda CBR 250R ABS,2015,46000,Ahmedabad, Gujarat,Japan,Commuter,Yes
Suzuki,Suzuki Avenis 125 Standard Edition,2024,75000,Faridabad, Haryana,Japan,Commuter,Yes
Honda,Honda CB Unicorn 160,2018,75000,Bangalore, Karnataka,Japan,Commuter,Yes
TVS,TVS Apache RTR 200 4V ABS,2020,100000,Chennai, Tamil Nadu,India,Commuter,Yes
Honda,Honda Grazia,2018,50000,Howrah, West Bengal,Japan,Commuter,Yes
Hero,Hero Xtreme,2013,35000,Rewa, Madhya Pradesh,India,Commuter,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2016,95000,Hyderabad, Telangana,India,Commuter,Yes
Bajaj,Bajaj Pulsar 220F,2014,35000,Pune, Maharashtra,India,Commuter,Yes
Royal Enfield,Royal Enfield Meteor 350 Supernova,2021,210000,Pune, Maharashtra,India,Cruiser,Yes
Jawa,Jawa 42 Dual Tone,2021,130000,Hyderabad, Telangana,Czech Republic,Commuter,Yes
Hero,Hero Passion Pro,2013,32000,Pune, Maharashtra,India,Commuter,Yes
Yamaha,Yamaha FZ-X,2023,100000,Hyderabad, Telangana,Japan,Commuter,Yes
Ola Electric,Ola S1 Pro Gen2,2025,135000,Saharanpur, Uttar Pradesh,India,Electric,Yes
Royal Enfield,Royal Enfield Hunter 350 Metro,2023,185000,Bangalore, Karnataka,India,Commuter,Yes
Yamaha,Yamaha FZ-S FI V3 BS6,2020,75000,Mumbai, Maharashtra,Japan,Commuter,Yes
Yamaha,Yamaha YZF R15 V2,2017,55000,Shahdol, Madhya Pradesh,Japan,Sports,Yes
Bajaj,Bajaj Pulsar AS 150,2015,33000,Bhubaneshwar, Orissa,India,Commuter,Yes
KTM,KTM Duke 125 2022,2022,160000,Sangareddy, Telangana,Austria,Sports,Yes
Hero,Hero CBZ Xtreme,2010,26000,Thane, Maharashtra,India,Commuter,Yes
Honda,Honda Shine 125,2019,40000,Ghaziabad, Uttar Pradesh,Japan,Commuter,Yes
Ola Electric,Ola S1 Pro Gen2,2024,135000,Hyderabad, Telangana,India,Electric,Yes
Yamaha,Yamaha YZF R15 V3 BS6,2022,125000,Firozabad, Uttar Pradesh,Japan,Sports,Yes
TVS,TVS Apache RTR 160 4V 2025,2025,145000,Mumbai, Maharashtra,India,Commuter,Yes
Yamaha,Yamaha YZF R15,2022,120000,Chennai, Tamil Nadu,Japan,Sports,Yes
Yamaha,Yamaha FZS 25,2019,75000,Bangalore, Karnataka,Japan,Commuter,Yes
Ola Electric,Ola S1 Pro Gen2,2024,120000,Kolkata, West Bengal,India,Electric,Yes
Bajaj,Bajaj Pulsar 200 NS,2013,34500,Gurgaon, Haryana,India,Commuter,Yes
Triumph,Triumph Speed 400 2025,2025,240000,Pune, Maharashtra,UK,Sports,Yes
Triumph,Triumph Scrambler 400 X,2025,325000,Hyderabad, Telangana,UK,Adventure,Yes
Royal Enfield,Royal Enfield Bullet Standard 500,2016,75000,South West Delhi, Delhi,India,Cruiser,Yes
TVS,TVS Raider Split Seat,2022,75000,Gurgaon, Haryana,India,Commuter,Yes
Oben Electric,Oben EV Rorr EZ 2025,2025,125000,North West Delhi, Delhi,India,Sports,Yes
Honda,Honda Activa 125 BS6,2024,70000,Noida, Uttar Pradesh,Japan,Scooter,Yes
KTM,KTM Duke 200 ABS,2023,165000,Bangalore, Karnataka,Austria,Sports,Yes
Bajaj,Bajaj Pulsar F250,2022,100000,Gorakhpur, Uttar Pradesh,India,Commuter,Yes
Ather Energy,Ather 450X Gen 3,2023,140000,Mumbai, Maharashtra,India,Commuter,Yes
Jawa,Jawa 42 Dual Channel ABS AllStar Black,2022,100000,Visakhapatnam, Andhra Pradesh,Czech Republic,Commuter,Yes
Hero,Hero Electric Photon LP,2021,30000,Pudukkottai, Tamil Nadu,India,Electric,Yes
Yamaha,Yamaha R15 V4,2022,180000,Bangalore, Karnataka,Japan,Sports,Yes
Honda,Honda Activa,2018,63000,Mohali, Punjab,Japan,Scooter,Yes
Ola Electric,Ola S1X Plus,2024,60000,Thane, Maharashtra,India,Electric,Yes
Bajaj,Bajaj CT 100,2016,30000,Jaipur, Rajasthan,India,Commuter,Yes
Ola Electric,Ola S1 Pro,2023,140000,Palghar, Maharashtra,India,Electric,Yes
TVS,TVS Apache RTR 160,2008,19000,Pune, Maharashtra,India,Commuter,Yes
Jawa,Jawa forty two BS6,2021,120000,North East Delhi, Delhi,Czech Republic,Commuter,Yes
TVS,TVS Jupiter BS6,2022,58000,Gautam Buddha Nagar, Uttar Pradesh,India,Scooter,Yes
TVS,TVS Sport,2022,45000,Faridabad, Haryana,India,Commuter,Yes
Jawa,Jawa 350,2024,205000,Bangalore, Karnataka,Czech Republic,Commuter,Yes
Yamaha,Yamaha Rajdoot,1972,60000,Chennai, Tamil Nadu,Japan,Commuter,Yes
Kabira Mobility,Kabira Mobility KM 4000,2023,90000,Mumbai, Maharashtra,India,Commuter,Yes
Bajaj,Bajaj Avenger Street 150,2017,30000,Mumbai, Maharashtra,India,Cruiser,Yes
Aprilia,Aprilia SR 160 Carbon ABS,2020,75000,Katni, Madhya Pradesh,Italy,Commuter,Yes
Hero,Hero Duet 110,2017,32000,Pune, Maharashtra,India,Commuter,Yes
Hero,Hero CBZ Xtreme,2014,40000,Bangalore, Karnataka,India,Commuter,Yes
Bajaj,Bajaj Pulsar RS 200 ABS,2016,65000,Gurgaon, Haryana,India,Sports,Yes
Hero,Hero Splendor Plus,2023,58000,Surat, Gujarat,India,Commuter,Yes
Benelli,Benelli Imperiale 400,2021,140000,Bangalore, Karnataka,Italy,Cruiser,Yes
Bajaj,Bajaj Platina 100,2014,15000,North West Delhi, Delhi,India,Commuter,Yes
Bajaj,Bajaj Pulsar 220 DTSi,2018,50000,Aurangabad, Maharashtra,India,Commuter,Yes
Bajaj,Bajaj Avenger Street 220,2017,50000,Mumbai, Maharashtra,India,Cruiser,Yes
Hero,Hero Passion XTec,2023,65000,Hyderabad, Telangana,India,Commuter,Yes
Honda,Honda CB Trigger,2014,23000,Hyderabad, Telangana,Japan,Commuter,Yes
Bajaj,Bajaj Dominar 250,2020,120000,Indore, Madhya Pradesh,India,Commuter,Yes
Royal Enfield,Royal Enfield Classic 350,2012,115000,Vijayawada, Andhra Pradesh,India,Cruiser,Yes
Royal Enfield,Royal Enfield Himalayan 452,2021,175000,Mumbai, Maharashtra,India,Adventure,Yes
Husqvarna,Husqvarna Svartpilen 250,2020,150000,Bangalore, Karnataka,Sweden,Commuter,Yes
Yamaha,Yamaha SZ-R,2013,15000,Chennai, Tamil Nadu,Japan,Commuter,Yes
Yamaha,Yamaha FZ-S FI V3,2019,65000,Chennai, Tamil Nadu,Japan,Commuter,Yes
Yamaha,Yamaha FZ-S,2013,35000,Chennai, Tamil Nadu,Japan,Commuter,Yes
Hero,Hero Xtreme 125R,2024,80000,Vijayawada, Andhra Pradesh,India,Commuter,Yes
Bajaj,Bajaj Platina 100 ES,2016,25000,Sirsa, Haryana,India,Commuter,Yes
TVS,TVS Raider SX,2024,100000,Surat, Gujarat,India,Commuter,Yes
TVS,TVS NTORQ 125,2021,45000,West Delhi, Delhi,India,Scooter,Yes
Honda,Honda Shine 125 Drum,2022,70000,Thane, Maharashtra,Japan,Commuter,Yes
TVS,TVS Apache RTR 160,2016,21000,Mumbai, Maharashtra,India,Commuter,Yes
Honda,Honda Activa,2012,30000,Belgaum, Karnataka,Japan,Scooter,Yes
TVS,TVS Ronin TD Special Edition,2025,170000,Bangalore, Karnataka,India,Adventure,Yes
Honda,Honda Activa 125,2021,75000,Jalandhar, Punjab,Japan,Scooter,Yes
Ola Electric,Ola S1 Pro,2024,90000,Pune, Maharashtra,India,Electric,Yes
Honda,Honda Activa 5G,2018,40000,Bharuch, Gujarat,Japan,Scooter,Yes
